idx	id	scientific.name	family	taxon.rank	taxon.status	search.str	threat.status	original.search
1450	12518	Passiflora cincinnata Mast.	Passifloraceae	species	accepted	Passiflora cincinnata	NA	Passiflora cincinnata
1451	27776	Bauhinia goyazensis Harms	Fabaceae	species	accepted	Bauhinia goyazensis	NA	Bauhinia goyazensis
1452	132624	Medusantha eriophylla (Pohl ex Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Medusantha eriophylla	NA	Medusantha eriophylla
1453	29748	Lupinus crotalarioides Mart. ex Benth.	Fabaceae	species	accepted	Lupinus crotalarioides	NA	Lupinus crotalarioides
1454	25545	Microstachys daphnoides (Mart. & Zucc.) Müll.Arg.	Euphorbiaceae	species	accepted	Microstachys daphnoides	NA	Microstachys daphnoides
1455	25547	Microstachys hispida (Mart. & Zucc.) Govaerts	Euphorbiaceae	species	accepted	Microstachys hispida	NA	Microstachys hispida
1456	114188	Jacaranda simplicifolia K.Schum. ex Bureau & K.Schum.	Bignoniaceae	species	accepted	Jacaranda simplicifolia	NA	Jacaranda simplicifolia
1457	27502	Wedelia kirkbridei H.Rob.	Asteraceae	species	accepted	Wedelia kirkbridei	NA	Wedelia kirkbridei
1458	7791	Tetrapollinia caerulescens (Aubl.) Maguire & B.M.Boom	Gentianaceae	species	accepted	Tetrapollinia caerulescens	LC	Tetrapollinia caerulescens
1459	33707	Mandevilla martii (Müll.Arg.) Pichon	Apocynaceae	species	accepted	Mandevilla martii	NA	Mandevilla martii
1461	8598	Utricularia subulata L.	Lentibulariaceae	species	accepted	Utricularia subulata	NA	Utricularia subulata
1462	30571	Peltaea heringeri Krapov. & Cristóbal	Malvaceae	species	accepted	Peltaea heringeri	NA	Peltaea heringeri
1463	7786	Schultesia pohliana Progel	Gentianaceae	species	accepted	Schultesia pohliana	NA	Schultesia pohliana
1464	29985	Schultesia aptera Cham.	Gentianaceae	species	accepted	Schultesia aptera	LC	Schultesia aptera
1465	52895	Drosera hirtella A.St.-Hil.	Droseraceae	species	accepted	Drosera hirtella	NA	Drosera hirtella
1466	7424	Drosera communis A.St.-Hil.	Droseraceae	species	accepted	Drosera communis	NA	Drosera communis
1467	27261	Mikania bishopii R.M.King & H.Rob.	Asteraceae	species	accepted	Mikania bishopii	NA	Mikania bishopii
1469	79193	Phoradendron andersonii Rizzini	Santalaceae	species	accepted	Phoradendron andersonii	NA	Phoradendron andersonii
1470	14424	Phoradendron ensifolium (Pohl ex DC.) Eichler	Santalaceae	species	accepted	Phoradendron ensifolium	NA	Phoradendron ensifolium
1471	27183	Lessingianthus elegans (Gardner) H.Rob.	Asteraceae	species	accepted	Lessingianthus elegans	NT	Lessingianthus elegans
1472	14226	Psychotria trichophora Müll.Arg.	Rubiaceae	species	accepted	Psychotria trichophora	NA	Psychotria trichophora
1473	20920	Paullinia meliifolia Juss.	Sapindaceae	species	accepted	Paullinia meliifolia	NA	Paullinia meliaefolia
1475	24925	Styrax guyanensis A.DC.	Styracaceae	species	accepted	Styrax guyanensis	NA	Styrax guianensis
1477	30409	Banisteriopsis acerosa (Nied.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis acerosa	NA	Banisteriopsis acerosa
1478	114185	Jacaranda rufa Silva Manso	Bignoniaceae	species	accepted	Jacaranda rufa	NA	Jacaranda rufa
1480	20666	Rhamnidium elaeocarpum Reissek	Rhamnaceae	species	accepted	Rhamnidium elaeocarpum	NA	Rhamnidium elaeocarpum
1481	25824	Eugenia astringens Cambess.	Myrtaceae	species	accepted	Eugenia astringens	NA	Eugenia cyclophylla
1482	10192	Sorocea guilleminiana Gaudich.	Moraceae	species	accepted	Sorocea guilleminiana	LC	Sorocea guilleminiana
1484	32134	Passiflora cerradensis Sacco	Passifloraceae	species	accepted	Passiflora cerradensis	NA	Passiflora cerradensis
1485	9189	Peltaea speciosa (Kunth) Standl.	Malvaceae	species	accepted	Peltaea speciosa	NA	Peltaea speciosa
1486	105541	Varronia polycephala Lam.	Boraginaceae	species	accepted	Varronia polycephala	NA	Varronia polycephala
1487	9773	Miconia theizans (Bonpl.) Cogn.	Melastomataceae	species	accepted	Miconia theizans	NA	Miconia theizans
1489	23583	Ochroma pyramidale (Cav. ex Lam.) Urb.	Malvaceae	species	accepted	Ochroma pyramidale	NA	Ochroma pyramidale
1490	32626	Palicourea nitidella (Müll.Arg.) Standl.	Rubiaceae	species	accepted	Palicourea nitidella	NA	Palicourea roseiflora
1491	21582	Salvertia convallariodora A.St.-Hil.	Vochysiaceae	species	accepted	Salvertia convallariodora	NA	Salvertia convallariodora
1492	30854	Tibouchina parviflora Cogn.	Melastomataceae	species	accepted	Tibouchina parviflora	NA	Tibouchina parviflora
1493	30156	Hyptis ovata Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis ovata	NA	Hyptis ovata
1496	17600	Manihot esculenta Crantz	Euphorbiaceae	species	accepted	Manihot esculenta	NA	Manihot esculenta
1497	30362	Diplusodon hexander DC.	Lythraceae	species	accepted	Diplusodon hexander	NA	Diplusodon hexander
1498	83066	Desmodium uncinatum (Jacq.) DC.	Fabaceae	species	accepted	Desmodium uncinatum	NA	Desmodium uncinatum
1499	603709	Myrcia lituatinervia (O.Berg) E.Lucas & C.E.Wilson	Myrtaceae	species	accepted	Myrcia lituatinervia	NA	Myrcia lituatinervia
1501	31633	Myrcia uberavensis O.Berg	Myrtaceae	species	accepted	Myrcia uberavensis	NA	Myrcia uberavensis
1502	62960	Myrcia bipennis (O.Berg) McVaugh	Myrtaceae	species	accepted	Myrcia bipennis	NA	Marlierea bipennis
1505	29882	Stylosanthes viscosa (L.) Sw.	Fabaceae	species	accepted	Stylosanthes viscosa	NA	Stylosanthes viscosa
1506	135250	Mimosa lupinoides Chodat & Hassl.	Fabaceae	species	accepted	Mimosa lupinoides	NA	Mimosa lupinoides
