idx	id	scientific.name	family	taxon.rank	taxon.status	search.str	threat.status	original.search
465	14700	Physalis pubescens L.	Solanaceae	species	accepted	Physalis pubescens	NA	Physalis pubescens
467	20961	Serjania lethalis A.St.-Hil.	Sapindaceae	species	accepted	Serjania lethalis	NA	Serjania lethalis
468	132639	Oocephalus lythroides (Pohl ex Benth.) Harley & J.F.B.Pastore	Lamiaceae	species	accepted	Oocephalus lythroides	NA	Oocephalus lythroides
469	14854	Solanum schlechtendalianum Walp.	Solanaceae	species	accepted	Solanum schlechtendalianum	NA	Solanum schlechtendalianum
470	23320	Aegiphila integrifolia (Jacq.) Moldenke	Lamiaceae	species	accepted	Aegiphila integrifolia	NA	Aegiphila integrifolia
471	33200	Lippia primulina S.Moore	Verbenaceae	species	accepted	Lippia primulina	NA	Lippia primulina
472	19807	Cybianthus gardneri (A.DC.) G.Agostini	Primulaceae	species	accepted	Cybianthus gardneri	NA	Cybianthus gardneri
473	39752	Stachytarpheta longispicata (Pohl) S.Atkins	Verbenaceae	species	accepted	Stachytarpheta longispicata	NA	Stachytarpheta longespicata
474	136874	Sigmoidotropis speciosa (Kunth) A. Delgado	Fabaceae	species	accepted	Sigmoidotropis speciosa	NA	Vigna speciosa
475	30723	Miconia matthaei Naudin	Melastomataceae	species	accepted	Miconia matthaei	NA	Miconia matthaei
476	23161	Senna obtusifolia (L.) H.S.Irwin & Barneby	Fabaceae	species	accepted	Senna obtusifolia	NA	Senna obtusifolia
477	16262	Porophyllum obscurum (Spreng.) DC.	Asteraceae	species	accepted	Porophyllum obscurum	NA	Porophyllum obscurum
478	12835	Piper regnellii (Miq.) C.DC.	Piperaceae	species	accepted	Piper regnellii	NA	Piper regnellii
479	29757	Lupinus velutinus Benth.	Fabaceae	species	accepted	Lupinus velutinus	NA	Lupinus velutinus
480	16660	Protium ovatum Engl.	Burseraceae	species	accepted	Protium ovatum	NA	Protium ovatum
481	20730	Declieuxia oenanthoides Mart. & Zucc. ex Schult. & Schult.f.	Rubiaceae	species	accepted	Declieuxia oenanthoides	LC	Declieuxia oenanthoides
483	8246	Hyptis recurvata Poit.	Lamiaceae	species	accepted	Hyptis recurvata	NA	Hyptis recurvata
484	19552	Pavonia rosa-campestris A.St.-Hil.	Malvaceae	species	accepted	Pavonia rosa-campestris	NA	Pavonia rosa-campestris
485	27062	Eremanthus mollis Sch.Bip.	Asteraceae	species	accepted	Eremanthus mollis	NA	Eremanthus mollis
486	602859	Pleroma candolleana (Mart. ex DC.) Triana	Melastomataceae	species	accepted	Pleroma candolleana	NA	Pleroma candolleanum
487	4910	Ilex theezans Mart. ex Reissek	Aquifoliaceae	species	accepted	Ilex theezans	NA	Ilex theezans
488	8751	Cuphea linarioides Cham. & Schltdl.	Lythraceae	species	accepted	Cuphea linarioides	LC	Cuphea linarioides
489	32129	Oxalis suborbiculata Lourteig	Oxalidaceae	species	accepted	Oxalis suborbiculata	NA	Oxalis suborbiculata
490	8140	Eriope crassipes Benth.	Lamiaceae	species	accepted	Eriope crassipes	LC	Eriope crassipes
491	6874	Kielmeyera pumila Pohl	Calophyllaceae	species	accepted	Kielmeyera pumila	NA	Kielmeyera pumila
492	17501	Croton antisyphiliticus Mart.	Euphorbiaceae	species	accepted	Croton antisyphiliticus	NA	Croton antisyphiliticus
493	112500	Anemopaegma arvense (Vell.) Stellfeld ex de Souza	Bignoniaceae	species	accepted	Anemopaegma arvense	EN	Anemopaegma arvense
494	30329	Cuphea spermacoce A.St.-Hil.	Lythraceae	species	accepted	Cuphea spermacoce	NA	Cuphea spermacoce
495	32497	Crumenaria choretroides Mart. ex Reissek	Rhamnaceae	species	accepted	Crumenaria choretroides	LC	Crumenaria choretroides
496	30282	Cuphea acicularis Koehne	Lythraceae	species	accepted	Cuphea acicularis	NA	Cuphea acicularis
497	32410	Polygala atropurpurea A.St.-Hil. & Moq.	Polygalaceae	species	accepted	Polygala atropurpurea	NA	Polygala atropurpurea
498	7751	Calolisianthus speciosus (Cham. & Schltdl.) Gilg	Gentianaceae	species	accepted	Calolisianthus speciosus	NA	Calolisianthus speciosus
499	10515	Eugenia punicifolia (Kunth) DC.	Myrtaceae	species	accepted	Eugenia punicifolia	NA	Eugenia punicifolia
501	126130	Aldama grandiflora (Gardner) E.E.Schill. & Panero	Asteraceae	species	accepted	Aldama grandiflora	NA	Aldama grandiflora
502	26938	Campuloclinium megacephalum (Mart. ex Baker) R.M.King & H.Rob.	Asteraceae	species	accepted	Campuloclinium megacephalum	NA	Campuloclinium megacephalum
503	114868	Calea fruticosa (Gardner) Urbatsch, Zlotsky & Pruski	Asteraceae	species	accepted	Calea fruticosa	NA	Calea fruticosa
504	116549	Calea mediterranea (Vell.) Pruski	Asteraceae	species	accepted	Calea mediterranea	NA	Calea mediterranea
505	29776	Machaerium opacum Vogel	Fabaceae	species	accepted	Machaerium opacum	NA	Machaerium opacum
506	22896	Copaifera langsdorffii Desf.	Fabaceae	species	accepted	Copaifera langsdorffii	NA	Copaifera langsdorffii
507	25233	Lychnophora ericoides Mart.	Asteraceae	species	accepted	Lychnophora ericoides	NT	Lychnophora ericoides
508	8492	Ocotea velloziana (Meisn.) Mez	Lauraceae	species	accepted	Ocotea velloziana	NA	Ocotea velloziana
509	8441	Ocotea aciphylla (Nees & Mart.) Mez	Lauraceae	species	accepted	Ocotea aciphylla	NT	Ocotea aciphylla
511	20566	Polygala paniculata L.	Polygalaceae	species	accepted	Polygala paniculata	NA	Polygala paniculata
512	32731	Serjania comata Radlk.	Sapindaceae	species	accepted	Serjania comata	NA	Serjania comata
513	20949	Serjania erecta Radlk.	Sapindaceae	species	accepted	Serjania erecta	NA	Serjania erecta
514	8461	Ocotea glaziovii Mez	Lauraceae	species	accepted	Ocotea glaziovii	NA	Ocotea glaziovii
515	10237	Myrsine monticola Mart.	Primulaceae	species	accepted	Myrsine monticola	NA	Myrsine monticola
516	14446	Phoradendron quadrangulare (Kunth) Griseb.	Santalaceae	species	accepted	Phoradendron quadrangulare	NA	Phoradendron affine
517	14451	Phoradendron undulatum (Pohl ex DC.) Eichler	Santalaceae	species	accepted	Phoradendron undulatum	NA	Phoradendron undulatum
518	14423	Phoradendron dipterum Eichler	Santalaceae	species	accepted	Phoradendron dipterum	NA	Phoradendron dipterum
519	19671	Miconia pepericarpa DC.	Melastomataceae	species	accepted	Miconia pepericarpa	NA	Miconia pepericarpa
520	8680	Strychnos pseudoquina A.St.-Hil.	Loganiaceae	species	accepted	Strychnos pseudoquina	NA	Strychnos pseudoquina
521	1162	Zanthoxylum rhoifolium Lam.	Rutaceae	species	accepted	Zanthoxylum rhoifolium	NA	Zanthoxylum rhoifolium
522	7765	Deianira nervosa Cham. & Schltdl.	Gentianaceae	species	accepted	Deianira nervosa	NA	Deianira nervosa
523	17748	Curtia verticillaris (Spreng.) Knobl.	Gentianaceae	species	accepted	Curtia verticillaris	NA	Curtia verticillaris
524	26218	Justicia irwinii Wassh.	Acanthaceae	species	accepted	Justicia irwinii	NA	Justicia irwinii
525	26245	Lepidagathis floribunda (Pohl) Kameyama	Acanthaceae	species	accepted	Lepidagathis floribunda	NA	Lepidagathis floribunda
528	26226	Justicia oncodes (Lindau) Wassh. & C.Ezcurra	Acanthaceae	species	accepted	Justicia oncodes	NA	Justicia oncodes
529	795	Hortia oreadica Groppo et al.	Rutaceae	species	accepted	Hortia oreadica	NA	Hortia oreadica
530	28398	Ipomoea cynanchifolia Meisn.	Convolvulaceae	species	accepted	Ipomoea cynanchifolia	DD	Ipomoea cynanchifolia
531	12417	Buchnera lavandulacea Cham. & Schltdl.	Orobanchaceae	species	accepted	Buchnera lavandulacea	NA	Buchnera lavandulacea
532	12416	Buchnera juncea Cham. & Schltdl.	Orobanchaceae	species	accepted	Buchnera juncea	LC	Buchnera juncea
533	30823	Stenodon suberosus Naudin	Melastomataceae	species	accepted	Stenodon suberosus	NA	Stenodon suberosus
534	38581	Richeria grandis Vahl var. grandis	Phyllanthaceae	variety	accepted	Richeria grandis var. grandis	NA	Richeria australis
535	13920	Declieuxia fruticosa (Willd. ex Roem. & Schult.) Kuntze	Rubiaceae	species	accepted	Declieuxia fruticosa	LC	Declieuxia fruticosa
537	20679	Rubus brasiliensis Mart.	Rosaceae	species	accepted	Rubus brasiliensis	NA	Rubus brasiliensis
539	16274	Pseudobrickellia brasiliensis (Spreng.) R.M.King & H.Rob.	Asteraceae	species	accepted	Pseudobrickellia brasiliensis	NA	Pseudobrickellia brasiliensis
540	5451	Mikania cordifolia (L.f.) Willd.	Asteraceae	species	accepted	Mikania cordifolia	NA	Mikania cordifolia
541	128744	Melothria campestris (Naudin) H. Schaef. & S.S. Renner	Cucurbitaceae	species	accepted	Melothria campestris	NA	Melothria campestris
542	27231	Lessingianthus subcarduoides (H.Rob.) H.Rob.	Asteraceae	species	accepted	Lessingianthus subcarduoides	EN	Lessingianthus subcarduoides
543	26421	Eryngium juncifolium (Urb.) Mathias & Constance	Apiaceae	species	accepted	Eryngium juncifolium	NA	Eryngium juncifolium
544	7337	Curatella americana L.	Dilleniaceae	species	accepted	Curatella americana	NA	Curatella americana
545	25106	Pfaffia sericantha (Mart.) Pedersen	Amaranthaceae	species	accepted	Pfaffia sericantha	NA	Pfaffia sericantha
546	4332	Pfaffia tuberosa (Spreng.) Hicken	Amaranthaceae	species	accepted	Pfaffia tuberosa	NA	Pfaffia tuberosa
547	15447	Gomphrena virgata Mart.	Amaranthaceae	species	accepted	Gomphrena virgata	NA	Gomphrena virgata
548	103453	Melothrianthus smilacifolius (Cogn.) Mart.Crov.	Cucurbitaceae	species	accepted	Melothrianthus smilacifolius	NA	Melothrianthus smilacifolius
549	30495	Peixotoa goiana C.E.Anderson	Malpighiaceae	species	accepted	Peixotoa goiana	NA	Peixotoa goiana
550	30425	Banisteriopsis megaphylla (A.Juss.) B.Gates	Malpighiaceae	species	accepted	Banisteriopsis megaphylla	NA	Banisteriopsis megaphylla
551	19434	Byrsonima verbascifolia (L.) DC.	Malpighiaceae	species	accepted	Byrsonima verbascifolia	NA	Byrsonima verbascifolia
552	19419	Byrsonima crassifolia (L.) Kunth	Malpighiaceae	species	accepted	Byrsonima crassifolia	NA	Byrsonima crassifolia
553	19502	Tetrapterys ramiflora A.Juss.	Malpighiaceae	species	accepted	Tetrapterys ramiflora	NA	Tetrapterys ramiflora
554	33719	Mandevilla velame (A.St.-Hil.) Pichon	Apocynaceae	species	accepted	Mandevilla velame	NA	Mandevilla velame
555	33706	Mandevilla longiflora (Desf.) Pichon	Apocynaceae	species	accepted	Mandevilla longiflora	NA	Mandevilla longiflora
556	5242	Baccharis retusa DC.	Asteraceae	species	accepted	Baccharis retusa	NA	Baccharis retusa
557	28459	Cayaponia weddellii (Naudin) Gomes-Klein	Cucurbitaceae	species	accepted	Cayaponia weddellii	NA	Cayaponia weddellii
558	20832	Psychotria xantholoba Müll.Arg.	Rubiaceae	species	accepted	Psychotria xantholoba	NA	Psychotria xantholoba
559	14199	Psychotria nemorosa Gardner	Rubiaceae	species	accepted	Psychotria nemorosa	NA	Psychotria nemorosa
560	14078	Ixora brevifolia Benth.	Rubiaceae	species	accepted	Ixora brevifolia	NA	Ixora syringiflora
561	20712	Borreria verticillata (L.) G.Mey.	Rubiaceae	species	accepted	Borreria verticillata	NA	Spermacoce verticillata
562	13830	Amaioua intermedia Mart. ex Schult. & Schult.f.	Rubiaceae	species	accepted	Amaioua intermedia	NA	Amaioua intermedia
563	13918	Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult.f.	Rubiaceae	species	accepted	Declieuxia cordigera	LC	Declieuxia cordigera
564	20852	Rudgea viburnoides (Cham.) Benth.	Rubiaceae	species	accepted	Rudgea viburnoides	NA	Rudgea viburnoides
565	26067	Borreria suaveolens G. Mey.	Rubiaceae	species	accepted	Borreria suaveolens	NA	Spermacoce suaveolens
567	8018	Vismia pentagyna (Spreng.) Ewan	Hypericaceae	species	accepted	Vismia pentagyna	NA	Vismia pentagyna
568	30385	Diplusodon ramosissimus Pohl	Lythraceae	species	accepted	Diplusodon ramosissimus	NA	Diplusodon ramosissimus
569	30390	Diplusodon sessiliflorus Koehne	Lythraceae	species	accepted	Diplusodon sessiliflorus	NA	Diplusodon sessiliflorus
570	30305	Cuphea ferruginea Pohl ex Koehne	Lythraceae	species	accepted	Cuphea ferruginea	NA	Cuphea ferruginea
571	30365	Diplusodon lanceolatus Pohl	Lythraceae	species	accepted	Diplusodon lanceolatus	NA	Diplusodon lanceolatus
572	30402	Diplusodon villosus Pohl	Lythraceae	species	accepted	Diplusodon villosus	NA	Diplusodon villosus
573	122005	Passovia ovata (Pohl ex DC.) Tiegh.	Loranthaceae	species	accepted	Passovia ovata	NA	Passovia ovata
574	19343	Psittacanthus robustus (Mart.) Mart.	Loranthaceae	species	accepted	Psittacanthus robustus	NA	Psittacanthus robustus
575	26162	Lippia rotundifolia Cham.	Verbenaceae	species	accepted	Lippia rotundifolia	NA	Lippia rotundifolia
576	29489	Bowdichia virgilioides Kunth	Fabaceae	species	accepted	Bowdichia virgilioides	NT	Bowdichia virgilioides
577	22972	Hymenaea courbaril L.	Fabaceae	species	accepted	Hymenaea courbaril	LC	Hymenaea courbaril
578	29542	Clitoria guianensis (Aubl.) Benth.	Fabaceae	species	accepted	Clitoria guianensis	NA	Clitoria guianensis
579	29561	Crotalaria flavicoma Benth.	Fabaceae	species	accepted	Crotalaria flavicoma	NA	Crotalaria flavicoma
580	104849	Cambessedesia hilariana (Kunth) DC.	Melastomataceae	species	accepted	Cambessedesia hilariana	LC	Cambessedesia hilariana
581	19426	Byrsonima rigida A.Juss.	Malpighiaceae	species	accepted	Byrsonima rigida	LC	Byrsonima rigida
582	9764	Miconia sellowiana Naudin	Melastomataceae	species	accepted	Miconia sellowiana	NA	Miconia sellowiana
583	29932	Zornia glaziovii Harms	Fabaceae	species	accepted	Zornia glaziovii	NA	Zornia glaziovii
584	38571	Phyllanthus tenellus Roxb.	Phyllanthaceae	species	accepted	Phyllanthus tenellus	NA	Phyllanthus tenellus
585	4658	Mandevilla emarginata (Vell.) C.Ezcurra	Apocynaceae	species	accepted	Mandevilla emarginata	NA	Mandevilla emarginata
586	17664	Sapium glandulosum (L.) Morong	Euphorbiaceae	species	accepted	Sapium glandulosum	NA	Sapium glandulosum
587	28291	Parinari obtusifolia Hook.f.	Chrysobalanaceae	species	accepted	Parinari obtusifolia	NA	Parinari obtusifolium
588	16799	Hirtella gracilipes (Hook.f.) Prance	Chrysobalanaceae	species	accepted	Hirtella gracilipes	NA	Hirtella gracilipes
589	7697	Erythroxylum daphnites Mart.	Erythroxylaceae	species	accepted	Erythroxylum daphnites	NA	Erythroxylum daphnites
590	33209	Lippia sericea Cham.	Verbenaceae	species	accepted	Lippia sericea	NA	Lippia sericea
591	25720	Peixotoa reticulata Griseb.	Malpighiaceae	species	accepted	Peixotoa reticulata	NA	Peixotoa reticulata
592	110453	Guatteria sellowiana Schltdl.	Annonaceae	species	accepted	Guatteria sellowiana	LC	Guatteria sellowiana
593	10759	Myrcia splendens (Sw.) DC.	Myrtaceae	species	accepted	Myrcia splendens	NA	Myrcia deflexa
594	30493	Peixotoa cordistipula A.Juss.	Malpighiaceae	species	accepted	Peixotoa cordistipula	NA	Peixotoa cordistipula
595	30421	Banisteriopsis irwinii B.Gates	Malpighiaceae	species	accepted	Banisteriopsis irwinii	NA	Banisteriopsis irwinii
596	30513	Tetrapterys jussieuana Nied.	Malpighiaceae	species	accepted	Tetrapterys jussieuana	NA	Tetrapterys jussieuana
597	19457	Heteropterys pteropetala A.Juss.	Malpighiaceae	species	accepted	Heteropterys pteropetala	NA	Heteropterys pteropetala
598	12424	Escobedia grandiflora (L.f.) Kuntze	Orobanchaceae	species	accepted	Escobedia grandiflora	LC	Escobedia grandiflora
599	30670	Lavoisiera grandiflora A.St.-Hil. ex Naudin	Melastomataceae	species	accepted	Lavoisiera grandiflora	NA	Lavoisiera grandiflora
600	23198	Tachigali paniculata Aubl.	Fabaceae	species	accepted	Tachigali paniculata	NA	Tachigali paniculata
601	8288	Rhabdocaulon denudatum (Benth.) Epling	Lamiaceae	species	accepted	Rhabdocaulon denudatum	NA	Rhabdocaulon denudatum
602	116085	Calea sickii (G.M.Barroso) Urbatsch et al.	Asteraceae	species	accepted	Calea sickii	NA	Calea sickii
603	116084	Calea quadrifolia Pruski & Urbatsch	Asteraceae	species	accepted	Calea quadrifolia	NA	Calea quadrifolia
604	36582	Mentha spicata L.	Lamiaceae	species	accepted	Mentha spicata	NA	Mentha spicata
605	17909	Leonotis nepetifolia (L.) R.Br.	Lamiaceae	species	accepted	Leonotis nepetifolia	NA	Leonotis nepetifolia
607	17787	Peritassa campestris (Cambess.) A.C.Sm.	Celastraceae	species	accepted	Peritassa campestris	NA	Peritassa campestris
608	17419	Erythroxylum campestre A.St.-Hil.	Erythroxylaceae	species	accepted	Erythroxylum campestre	NA	Erythroxylum campestre
609	29656	Eriosema longifolium Benth.	Fabaceae	species	accepted	Eriosema longifolium	NA	Eriosema longifolium
610	29512	Centrolobium tomentosum Guillem. ex Benth.	Fabaceae	species	accepted	Centrolobium tomentosum	LC	Centrolobium tomentosum
611	7121	Lamanonia brasiliensis Zickel & Leitão	Cunoniaceae	species	accepted	Lamanonia brasiliensis	NA	Lamanonia brasiliensis
612	24326	Securidaca rivinifolia A.St.-Hil. & Moq.	Polygalaceae	species	accepted	Securidaca rivinifolia	NA	Securidaca rivinifolia
613	20578	Polygala timoutou Aubl.	Polygalaceae	species	accepted	Polygala timoutou	NA	Polygala timoutou
614	101499	Monnina richardiana A.St.-Hil. & Moq.	Polygalaceae	species	accepted	Monnina richardiana	NA	Monnina martiana
615	26038	Monnina exalata A.W.Benn.	Polygalaceae	species	accepted	Monnina exalata	NA	Monnina exalata
616	32402	Moutabea excoriata Mart. ex Miq.	Polygalaceae	species	accepted	Moutabea excoriata	NA	Moutabea excoriata
617	104805	Chrysolaena obovata (Less.) Dematt.	Asteraceae	species	accepted	Chrysolaena obovata	NA	Chrysolaena obovata
618	27040	Echinocoryne holosericea (Mart. ex DC.) H.Rob.	Asteraceae	species	accepted	Echinocoryne holosericea	NA	Echinocoryne holosericea
621	13856	Chiococca alba (L.) Hitchc.	Rubiaceae	species	accepted	Chiococca alba	NA	Chiococca alba
622	17507	Croton campestris A.St.-Hil.	Euphorbiaceae	species	accepted	Croton campestris	NA	Croton campestris
623	5180	Baccharis erigeroides DC.	Asteraceae	species	accepted	Baccharis erigeroides	NA	Baccharis erigeroides
624	5255	Baccharis subdentata DC.	Asteraceae	species	accepted	Baccharis subdentata	NA	Baccharis subdentata
625	114867	Calea cuneifolia DC.	Asteraceae	species	accepted	Calea cuneifolia	NA	Calea cuneifolia
626	16873	Kielmeyera abdita Saddi	Calophyllaceae	species	accepted	Kielmeyera abdita	NA	Kielmeyera abdita
627	14522	Pradosia brevipes (Pierre) T.D.Penn.	Sapotaceae	species	accepted	Pradosia brevipes	LC	Pradosia brevipes
628	20534	Bredemeyera floribunda Willd.	Polygalaceae	species	accepted	Bredemeyera floribunda	NA	Bredemeyera floribunda
629	10228	Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.	Primulaceae	species	accepted	Myrsine coriacea	NA	Myrsine coriacea
630	10242	Myrsine umbellata Mart.	Primulaceae	species	accepted	Myrsine umbellata	NA	Myrsine umbellata
631	32717	Cupania vernalis Cambess.	Sapindaceae	species	accepted	Cupania vernalis	NA	Cupania vernalis
632	20967	Serjania obtusidentata Radlk.	Sapindaceae	species	accepted	Serjania obtusidentata	NA	Serjania obtusidentata
633	6778	Peritassa laevigata (Hoffmanns. ex Link) A.C.Sm.	Celastraceae	species	accepted	Peritassa laevigata	NA	Peritassa laevigata
634	14462	Chrysophyllum marginatum (Hook. & Arn.) Radlk.	Sapotaceae	species	accepted	Chrysophyllum marginatum	NA	Chrysophyllum marginatum
635	4064	Ludwigia nervosa (Poir.) H.Hara	Onagraceae	species	accepted	Ludwigia nervosa	NA	Ludwigia nervosa
636	19920	Ouratea castaneifolia (DC.) Engl.	Ochnaceae	species	accepted	Ouratea castaneifolia	NA	Ouratea castaneifolia
637	16061	Chromolaena squalida (DC.) R.M.King & H.Rob.	Asteraceae	species	accepted	Chromolaena squalida	NA	Chromolaena squalida
638	6715	Polycarpaea corymbosa (L.) Lam.	Caryophyllaceae	species	accepted	Polycarpaea corymbosa	NA	Polycarpaea corymbosa
640	27498	Wedelia bishopii H.Rob.	Asteraceae	species	accepted	Wedelia bishopii	NA	Wedelia bishopii
641	16123	Fleischmannia laxa (Gardner) R.M.King & H.Rob.	Asteraceae	species	accepted	Fleischmannia laxa	NA	Fleischmannia laxa
642	5345	Mikania acuminata DC.	Asteraceae	species	accepted	Mikania acuminata	NA	Mikania acuminata
643	27118	Inulopsis camporum (Gardner) G.L.Nesom	Asteraceae	species	accepted	Inulopsis camporum	LC	Inulopsis camporum
644	9737	Miconia nervosa (Sm.) Triana	Melastomataceae	species	accepted	Miconia nervosa	NA	Miconia pseudonervosa
645	26794	Apopyros warmingii (Baker) G.L.Nesom	Asteraceae	species	accepted	Apopyros warmingii	NA	Apopyros warmingii
646	7698	Erythroxylum deciduum A.St.-Hil.	Erythroxylaceae	species	accepted	Erythroxylum deciduum	NA	Erythroxylum deciduum
647	16304	Sphagneticola trilobata (L.) Pruski	Asteraceae	species	accepted	Sphagneticola trilobata	NA	Sphagneticola trilobata
648	27048	Elephantopus biflorus (Less.) Sch.Bip.	Asteraceae	species	accepted	Elephantopus biflorus	NA	Elephantopus biflorus
649	27032	Dimerostemma vestitum (Baker) S.F.Blake	Asteraceae	species	accepted	Dimerostemma vestitum	NA	Dimerostemma vestitum
651	27234	Lessingianthus venosissimus (Sch.Bip. ex Baker) H.Rob.	Asteraceae	species	accepted	Lessingianthus venosissimus	EN	Lessingianthus venosissimus
654	27275	Mikania microcephala DC.	Asteraceae	species	accepted	Mikania microcephala	NA	Mikania microcephala
655	126124	Aldama bracteata (Gardner) E.E.Schill. & Panero	Asteraceae	species	accepted	Aldama bracteata	NA	Aldama bracteata
656	27089	Heterocondylus decipiens (Baker) R.M.King & H.Rob.	Asteraceae	species	accepted	Heterocondylus decipiens	NA	Heterocondylus grandis
657	17288	Doliocarpus elegans Eichler	Dilleniaceae	species	accepted	Doliocarpus elegans	NA	Doliocarpus elegans
659	5258	Baccharis trinervis Pers.	Asteraceae	species	accepted	Baccharis trinervis	NA	Baccharis trinervis
660	5420	Mikania populifolia Gardner	Asteraceae	species	accepted	Mikania populifolia	NA	Mikania populifolia
661	32872	Byttneria scalpellata Pohl	Malvaceae	species	accepted	Byttneria scalpellata	NA	Byttneria scalpellata
662	27107	Ichthyothere integrifolia (DC.) Baker	Asteraceae	species	accepted	Ichthyothere integrifolia	LC	Ichthyothere integrifolia
664	16137	Heterocondylus alatus (Vell.) R.M.King & H.Rob.	Asteraceae	species	accepted	Heterocondylus alatus	NA	Heterocondylus alatus
665	16278	Pterocaulon alopecuroides (Lam.) DC.	Asteraceae	species	accepted	Pterocaulon alopecuroides	NA	Pterocaulon alopecuroides
666	26101	Casearia altiplanensis Sleumer	Salicaceae	species	accepted	Casearia altiplanensis	NA	Casearia altiplanensis
667	28326	Kielmeyera speciosa A.St.-Hil.	Calophyllaceae	species	accepted	Kielmeyera speciosa	NA	Kielmeyera speciosa
669	5428	Mikania salviifolia Gardner	Asteraceae	species	accepted	Mikania salviifolia	NA	Mikania salviaefolia
670	27226	Lessingianthus secundus (Sch.Bip. ex Baker) H.Rob.	Asteraceae	species	accepted	Lessingianthus secundus	NA	Lessingianthus secundus
671	19925	Ouratea floribunda (A.St.-Hil.) Engl.	Ochnaceae	species	accepted	Ouratea floribunda	NA	Ouratea floribunda
672	5459	Mikania officinalis Mart.	Asteraceae	species	accepted	Mikania officinalis	NA	Mikania officinalis
673	9873	Siphanthera foliosa (Naudin) Wurdack	Melastomataceae	species	accepted	Siphanthera foliosa	NA	Siphanthera foliosa
674	15312	Vochysia pyramidalis Mart.	Vochysiaceae	species	accepted	Vochysia pyramidalis	NA	Vochysia pyramidalis
675	19906	Guapira graciliflora (Mart. ex Schmidt) Lundell	Nyctaginaceae	species	accepted	Guapira graciliflora	NA	Guapira graciliflora
676	31104	Mimosa claussenii Benth.	Fabaceae	species	accepted	Mimosa claussenii	NA	Mimosa claussenii
677	31309	Mimosa radula Benth.	Fabaceae	species	accepted	Mimosa radula	NA	Mimosa radula
678	83636	Plathymenia reticulata Benth.	Fabaceae	species	accepted	Plathymenia reticulata	LC	Plathymenia reticulata
679	29705	Galactia peduncularis (Benth.) Taub.	Fabaceae	species	accepted	Galactia peduncularis	NA	Galactia peduncularis
680	5535	Trixis nobilis (Vell.) Katinas	Asteraceae	species	accepted	Trixis nobilis	NA	Trixis nobilis
681	27049	Elephantopus elongatus Gardner	Asteraceae	species	accepted	Elephantopus elongatus	NA	Elephantopus elongatus
682	21450	Lippia oxycnemis Schauer	Verbenaceae	species	accepted	Lippia oxycnemis	NA	Lippia oxycnemis
683	126127	Aldama gardneri (Baker) E.E.Schill. & Panero	Asteraceae	species	accepted	Aldama gardneri	NA	Aldama gardneri
684	27385	Stenocephalum apiculatum (Mart. ex DC.) Sch.Bip.	Asteraceae	species	accepted	Stenocephalum apiculatum	NA	Stenocephalum apiculatum
685	29781	Machaerium stipitatum Vogel	Fabaceae	species	accepted	Machaerium stipitatum	NA	Machaerium stipitatum
686	16368	Trixis glutinosa D.Don	Asteraceae	species	accepted	Trixis glutinosa	NA	Trixis glutinosa
687	10863	Psidium firmum O.Berg	Myrtaceae	species	accepted	Psidium firmum	NA	Psidium firmum
688	9710	Miconia hirtella Cogn.	Melastomataceae	species	accepted	Miconia hirtella	NA	Miconia hirtella
689	9691	Miconia cubatanensis Hoehne	Melastomataceae	species	accepted	Miconia cubatanensis	NA	Miconia cubatanensis
690	9684	Miconia chartacea Triana	Melastomataceae	species	accepted	Miconia chartacea	NA	Miconia chartacea
691	9683	Miconia chamissois Naudin	Melastomataceae	species	accepted	Miconia chamissois	NA	Miconia chamissois
692	114871	Calea multiplinervia Less.	Asteraceae	species	accepted	Calea multiplinervia	NA	Calea multiplinervia
693	10731	Myrcia mutabilis (O.Berg) N.Silveira	Myrtaceae	species	accepted	Myrcia mutabilis	NA	Myrcia mutabilis
694	38579	Richeria grandis Vahl	Phyllanthaceae	species	accepted	Richeria grandis	NA	Richeria grandis
696	31707	Ouratea confertiflora (Pohl) Engl.	Ochnaceae	species	accepted	Ouratea confertiflora	NA	Ouratea confertiflora
697	14545	Siparuna brasiliensis (Spreng.) A.DC.	Siparunaceae	species	accepted	Siparuna brasiliensis	LC	Siparuna brasiliensis
698	27132	Lepidaploa aurea (Mart. ex DC.) H.Rob.	Asteraceae	species	accepted	Lepidaploa aurea	LC	Lepidaploa aurea
699	17456	Alchornea glandulosa Poepp. & Endl.	Euphorbiaceae	species	accepted	Alchornea glandulosa	NA	Alchornea glandulosa
700	17614	Maprounea guianensis Aubl.	Euphorbiaceae	species	accepted	Maprounea guianensis	NA	Maprounea guianensis
702	30169	Hyptis villosa Pohl ex Benth.	Lamiaceae	species	accepted	Hyptis villosa	NA	Hyptis villosa
703	7024	Ipomoea argentea Meisn.	Convolvulaceae	species	accepted	Ipomoea argentea	DD	Ipomoea argentea
705	83726	Sesbania exasperata Kunth	Fabaceae	species	accepted	Sesbania exasperata	NA	Sesbania exasperata
706	29899	Tephrosia adunca Benth.	Fabaceae	species	accepted	Tephrosia adunca	NA	Tephrosia rufescens
707	29671	Eriosema strictum Benth.	Fabaceae	species	accepted	Eriosema strictum	NA	Eriosema strictum
708	26230	Justicia pycnophylla Lindau	Acanthaceae	species	accepted	Justicia pycnophylla	NA	Justicia pycnophylla
